 ,0 minute,1 minute,2 minute,3 minute,4 minute,5 minute,6 minute,7 minute,8 minute,9 minute,10 minute,11 minute,12 minute,13 minute,14 minute,15 minute,16 minute,17 minute,18 minute,19 minute,20 minute,21 minute,22 minute,23 minute,24 minute,25 minute,26 minute,27 minute,28 minute,29 minute,30 minute,31 minute,32 minute,33 minute,34 minute,35 minute,36 minute,37 minute,38 minute,39 minute,40 minute,41 minute,42 minute,43 minute,44 minute,45 minute,46 minute,47 minute,48 minute,49 minute,50 minute,51 minute,52 minute,53 minute,54 minute,55 minute,56 minute,57 minute,58 minute,59 minute,60 minute
 NC524O,nan,0.12206673179751851,0.3394852182996498,0.5776231621834217,0.8006651737357126,1.0179110232997393,1.2083267437211,1.405196990960357,1.6014908033746926,1.7944469885962795,1.9842787998973943,2.1514724287894236,2.328624276617533,2.506140215676604,2.68276306938721,2.8584091274590957,3.0292823083126104,3.198724720181854,3.369265994285022,3.53937449443507,3.7090466565651843,3.8726711493556416,4.042214160156899,4.211056642456049,4.380263511404802,4.549980506620672,4.721945856796741,4.897198495321664,5.072404038373041,5.247985129024575,5.424126499999394,5.598596661872948,5.771486490073613,5.946883728431033,6.123763642042015,6.302141433608715,6.484343095946394,6.6353896669917045,6.80141326016123,6.971228369892709,7.1437103431524624,7.307047979121451,7.459154349869295,7.626053797574464,7.797719324283806,7.9730411745232415,8.098371420407013,8.270119162870305,8.451457773892837,8.637641190921261,8.82818333131758,8.979738186916146,9.182935675920481,9.388286051774347,9.59832127838382,9.813563017790539,10.023503054426046,10.235223384810851,10.462304706781582,10.697160554561261,10.938900664541828
 NC524OH,nan,0.019368936136874994,0.25074669323505067,0.49955942964297906,0.7373735941992791,0.9536950620928726,1.152689073802352,1.3293120491963628,1.5095100115705407,1.6942513290691998,1.8825400132424197,2.0687695310083702,2.222539373525996,2.397468057117301,2.5852765590150204,2.781216868268879,2.9848887682738843,3.14943277007296,3.334686372466221,3.5331915151196465,3.7402043558580265,3.9488208086382928,4.185479877012913,4.418545160502467,4.650378041822467,4.882937937528905,5.116701498804603,5.362913720521445,5.609983135653344,5.858934916421045,6.110568978301067,6.3673023901923775,6.598034571641007,6.841632496590213,7.095372611578112,7.357084322959899,7.651332280100129,7.699886193772054,7.831608439271899,8.018997993460896,8.24123321288748,8.500662661247308,8.584442493800694,8.73890761543533,8.941932916870883,9.175909241951897,9.413726610989897,9.580935728351253,9.793559717093142,10.03755751954314,10.302176739317437,10.556467146687222,10.84901204413671,11.150648743267277,11.45743521000624,11.768111647572347,12.089293835979408,12.300741138049323,12.546097762578443,12.817156882379852,13.10443206119503
 C525OOH,nan,0.041661200981295006,0.22963555538824224,0.5046750775723828,0.7896009143655772,1.057141806151937,1.2931964374117464,1.5125349425392234,1.7219161327649406,1.9250373447531308,2.124341190150634,2.2978923811650698,2.471048036715104,2.650606056756124,2.8349159127434502,3.0227194308800542,3.1918135785274986,3.3615363536846843,3.5406347226597776,3.7263808141467565,3.916810862812179,4.120607219518316,4.329487246774742,4.537697121860405,4.746584688907855,4.9572975588288655,5.171141673993093,5.390546402096894,5.613181058170562,5.838971770838429,6.06802963994175,6.290125332229543,6.512065650047178,6.740980545373378,6.976100529026593,7.216612677665543,7.369795523708196,7.496211505321037,7.660982083451327,7.853753592353243,8.06465779755352,8.213108181816674,8.34530170512088,8.513295582615315,8.707718482152098,8.91953236886223,9.089933015269596,9.266266401713866,9.467822065660872,9.687760076492676,9.920277041142684,10.157046765713426,10.41457533293866,10.677300127528833,10.943383403989872,11.212639493802788,11.441108356996677,11.652488004431502,11.883900596611685,12.131518081181325,12.389477948538802
 C525O,nan,0.024903647349240485,0.22607568992850335,0.3638209568753991,0.4480611902774642,0.5070248898509016,0.5436571775109239,0.5750601360687353,0.6020129919566254,0.6249358496364767,0.6448388657940209,0.6580090672635553,0.6723636406157896,0.6861936187480085,0.699141504326224,0.7112388240417868,0.7213346168739422,0.7308066234613299,0.7402916892206933,0.7493825772418246,0.7580684023313199,0.7659452768707206,0.7743083842165173,0.782114687029866,0.7895936221564541,0.7967781960091787,0.803940842703132,0.8110424512168688,0.8176983447639141,0.8240388484122962,0.8301190154802112,0.8355095340418146,0.8407000123897591,0.8459725868818327,0.8511503695653381,0.8562248249394404,0.85943284133128,0.8613372750336284,0.8649923929960924,0.8688439350611504,0.8727635111208774,0.8743325864641286,0.8764417207656778,0.8798926650574505,0.8834902129565633,0.8871465962090669,0.8863883531385345,0.890272541773162,0.894380767454371,0.8983887980422488,0.9023345758464678,0.903615169706228,0.9084294997301632,0.9127256493643086,0.9168893279272362,0.9209925272223287,0.9236736834177067,0.9270409619998979,0.9310826086073615,0.9351201043732035,0.9391182553965056
 HMACO2H,nan,0.01056064263180277,0.012287328612080305,0.01259203662959917,0.01269466177241306,0.012751372332102032,0.012783829509935245,0.012810494415846658,0.012831997371692522,0.0128492001724952,0.012863214290472776,0.012872790762678792,0.01288127478868123,0.012890202992260562,0.012897956325732526,0.012904739779151997,0.01290983960410617,0.012914239843547306,0.012919198473156614,0.012923675555540923,0.012927728276460973,0.012931630037420731,0.012935310195845465,0.012938379453348,0.012941215464394803,0.012943851423017575,0.012946344157542514,0.012948740628336428,0.012950905414786945,0.012952936008508567,0.012954846754864129,0.012956521537283106,0.012958039870065085,0.012959655655045614,0.012961194234269335,0.012962658233606438,0.012963265962737542,0.012963469985354387,0.012964748795207749,0.012966006979355765,0.012967216579971484,0.012967852576336949,0.012968262422098349,0.012969339258624831,0.012970401086966697,0.012971427122035192,0.012972114135230374,0.01297279200657596,0.01297372755066866,0.012974641438406943,0.012975525898542615,0.01297636128458235,0.01297723838370931,0.012978049683049891,0.01297883087795482,0.012979586036448729,0.012980159947095051,0.012980656589637332,0.012981336680024557,0.01298200575532134,0.012982655122997986
 HMACO3H,nan,0.002396684944916713,0.002451351427184118,0.0024626528129624093,0.002466661847902099,0.002468928339485553,0.0024701697149643103,0.0024712528639159975,0.002472125931162945,0.0024728278121624856,0.0024734052805120833,0.0024737699101486242,0.002474192681623269,0.0024745638989685016,0.0024748893332433857,0.002475177273687167,0.0024753718191869237,0.0024756068627743953,0.0024758222708400794,0.0024760186140785605,0.0024761985864321045,0.002476383051319395,0.0024765355550306636,0.0024766773022252427,0.002476810109846206,0.0024769350148144288,0.002477055161447437,0.0024771679346758204,0.0024772743900510715,0.0024773755020296912,0.002477471815020008,0.0024775547645847066,0.0024776421337460064,0.002477726563559802,0.002477807805099589,0.0024778860601429482,0.0024779028468716008,0.002477973349842358,0.00247804482907482,0.0024781146334765087,0.002478182526020862,0.0024782109133423013,0.002478273135002426,0.0024783364249762346,0.0024783985604279503,0.0024784592998812038,0.0024785012581228006,0.0024785583653468704,0.002478615949123749,0.0024786725839255164,0.0024787281085232975,0.002478784257015757,0.0024788372595337576,0.0024788897111623536,0.002478941149179501,0.0024789915782837445,0.0024790299017461324,0.0024790780684911247,0.002479125970725,0.0024791731683622767,0.002479219539604344
 HMPAN,nan,0.00046290098176377756,0.0004653374516798652,0.0004658142939337335,0.0004659969388482696,0.00046610315420135713,0.0004661682455990788,0.00046621369765387807,0.00046625391203592727,0.0004662871134327493,0.0004663150334603225,0.0004663372714073197,0.0004663580165126987,0.0004663766543463842,0.00046639350805522187,0.0004664088836231818,0.0004664228851260528,0.0004664361183444962,0.0004664483764814255,0.0004664598959456378,0.00046647078666706864,0.00046648095630761016,0.0004664906368834911,0.00046650004497443304,0.0004665091039113453,0.00046651784245168904,0.00046652632837925194,0.00046653464556189236,0.00046654267642558093,0.0004665504817441828,0.0004665580850732867,0.000466565480729398,0.00046657272993615205,0.00046657982381451265,0.00046658678488033917,0.00046659362227342876,0.00046660043850142957,0.0004666074179781338,0.0004666140058261191,0.000466620506619697,0.0004666269390129618,0.00046663325465315115,0.00046663970568228786,0.0004666459728635468,0.0004666521877879487,0.00046665835546953613,0.00046666415934073786,0.00046667020472367354,0.0004666762985662185,0.00046668237195258733,0.0004666884110136236,0.00046669417464988063,0.0004666999300077496,0.0004667058325885113,0.00046671171058303406,0.00046671754852116833,0.000466723330226926,0.0004667292643990711,0.0004667350449165225,0.00046674078450720117,0.00046674648619088495
 HMGLYOO,nan,3.680835865384941e-05,3.6853973395059564e-05,3.6856675036750145e-05,3.685752925113857e-05,3.685840308135927e-05,3.6859085671389485e-05,3.685929654406675e-05,3.6859854045490775e-05,3.6860420485967574e-05,3.6860968206646174e-05,3.6861480107232844e-05,3.6862002543861776e-05,3.6862508495608935e-05,3.686300146261073e-05,3.6863482829717874e-05,3.6863956624159894e-05,3.686444060118344e-05,3.686490107254997e-05,3.686535349123465e-05,3.68657996819898e-05,3.6866233550041817e-05,3.686665319429928e-05,3.686708103076304e-05,3.686750574027443e-05,3.686792675302943e-05,3.6868349659288265e-05,3.686876801323342e-05,3.686918104277042e-05,3.686959140955832e-05,3.68699993858587e-05,3.6870403474465316e-05,3.687081129555836e-05,3.6871215072438286e-05,3.687161689211177e-05,3.6872016869505225e-05,3.6872418334623434e-05,3.687286521074893e-05,3.687327680457408e-05,3.687368504199404e-05,3.687409200883294e-05,3.6874496872341455e-05,3.68749271725092e-05,3.687533923070351e-05,3.6875749045247156e-05,3.687615759181564e-05,3.687656210958533e-05,3.6876969869928954e-05,3.687738102930553e-05,3.6877792307034996e-05,3.6878202836100694e-05,3.6878607404472004e-05,3.687899760630396e-05,3.687940230618774e-05,3.6879807013093914e-05,3.6880210350076976e-05,3.6880614866356946e-05,3.688103327467954e-05,3.688143834474222e-05,3.688184129857906e-05,3.6882242695056235e-05
 HMACROOH,nan,0.1276615899438496,0.3672811625549126,0.658111862634475,0.9413371342297119,1.1996152987839719,1.4276313007203674,1.649838624733507,1.8728734975528907,2.0969902933984104,2.3220131835858884,2.520579125086189,2.7242782263733036,2.938868908748631,3.1594833018017288,3.3834045327222633,3.584761603294716,3.7886878994890676,4.004248866509478,4.226356222893712,4.452029847483571,4.690780474623116,4.931791200397283,5.168949620061878,5.4046654774467475,5.640577203913762,5.878480290771403,6.120720989482843,6.364459899688517,6.609717448686041,6.856657169033114,7.094259735583829,7.331103573425736,7.574509195888796,7.82291909204724,8.075137827596107,8.23567756183995,8.377177759531786,8.563369281555358,8.778028129550705,9.008966267514658,9.174739094496177,9.329396408735418,9.522768247221977,9.74147209132093,9.975094838948705,10.166113878268693,10.365363356458463,10.589608674658573,10.830237509455683,11.081066584883825,11.334407670179177,11.60585240352896,11.880226110100876,12.156486307196976,12.434951201759414,12.676121078440648,12.905983227943517,13.157011918334625,13.423643167100122,13.699974469766973
 HMACRO,nan,0.003136729987009932,0.0032119112870471448,0.0032266622437880405,0.0032307093418266325,0.0032339055152425336,0.0032387913171887154,0.0032363109531529767,0.003237285389641241,0.003238039259997073,0.003238646386218758,0.003238919982921959,0.0032394336590658196,0.0032398284466341257,0.0032401691993234655,0.003240470439899152,0.0032406383691716044,0.0032409430010765876,0.0032411693001348166,0.0032413732630178055,0.0032415616508700462,0.0032417527055360784,0.0032418902578036086,0.0032420452505911566,0.0032421930640838237,0.0032423328727521046,0.003242508014001717,0.0032426253909119997,0.0032427422142201814,0.0032428546934511167,0.0032429629706433824,0.003243018775908517,0.0032431427411045554,0.003243243380338035,0.0032433391874273783,0.0032434320531415633,0.003243224792963566,0.003243504674542035,0.0032436125292894737,0.0032437012556982637,0.003243786476188195,0.0032436409346090116,0.0032438721489958466,0.0032439717646063084,0.0032440555022173823,0.003244136383972331,0.00324411801677763,0.003244259896208092,0.003244346957520148,0.0032444265964142794,0.00324450469371371,0.0032446089499330493,0.0032446580491742464,0.003244731275711256,0.003244807179858231,0.0032448831019083204,0.00324485434165048,0.003245010802595612,0.003245098805869951,0.0032451768176567394,0.0032452535267904715
 H13CO2C3,nan,0.004566066790825353,0.004726894286770006,0.00476785726372018,0.004784560984066466,0.004793893862807045,0.004799361320327669,0.0048034694003242125,0.004806576544003191,0.004808986962485255,0.004810913365596333,0.004812362300407638,0.0048136589817930064,0.004814779158274619,0.004815752374964696,0.004816606416884504,0.004817351806165752,0.004818018385316602,0.00481862277177369,0.00481917140814664,0.004819672275313954,0.004820120829610103,0.004820544368486529,0.004820937217648013,0.004821303413561502,0.004821645981734862,0.0048219691528268716,0.004822277156051749,0.004822566464818728,0.00482283961404511,0.004823098287918803,0.004823342297073604,0.004823572928758576,0.004823794104476299,0.004824005976575543,0.004824209238469231,0.004824408091881464,0.004824585113039754,0.004824759837881149,0.004824929860503785,0.004825095072215722,0.004825251733438336,0.0048254004507281905,0.004825548768951367,0.004825694277694896,0.004825836727951226,0.004825957913503357,0.004826091670479596,0.004826225448793591,0.004826357172790529,0.004826486608035092,0.004826601658988562,0.004826725580509439,0.0048268486727109615,0.004826969770988813,0.004827088845908753,0.0048272041952764225,0.004827318880513474,0.0048274322290924095,0.0048275440665130325,0.00482765426991362
 HMACROH,nan,0.02614817316645666,0.25750249648245993,0.41473611937682864,0.5196207448154688,0.5940643369558382,0.6517997230498286,0.6965978569942719,0.7385606364878504,0.777055303250375,0.8121583593016881,0.843233984114866,0.8662186178509041,0.8919710262895659,0.9172133670496356,0.9412361864693412,0.9641275413576922,0.9808451830444872,0.99962062605992,1.018311874915816,1.0363727370920264,1.0533309772319468,1.071464258435351,1.0878265219492749,1.1031653007711584,1.117741473823851,1.1316343455907598,1.1454991561646732,1.1585781888741722,1.1710793753921518,1.1830866892912706,1.1947163082209298,1.2047263028947826,1.2149981266263947,1.225148008864966,1.2350686723668767,1.2454915735579521,1.247647101019632,1.2535565327509253,1.2607176167529963,1.2683090629370788,1.2763744764415212,1.2793290912422595,1.2847942428215955,1.2911544513841093,1.2978456791976052,1.3042365659551671,1.3088615467120839,1.3146351692423537,1.3208040499730858,1.3270991799073881,1.3329465711127064,1.3393766641967544,1.3456885872875275,1.3518837455684616,1.3579676180880365,1.364030330790021,1.3683442580724798,1.373316767817372,1.3784970485342392,1.3837112362492845
 C7CO4DB,nan,0.0030410479891879723,0.0031145887489982967,0.0031365316160952006,0.003146845709854275,0.0031529720376388716,0.0031571230186969814,0.003160146043319479,0.003162504631926684,0.0031643914216514,0.003165933900587111,0.0031672187152285303,0.0031682915775220278,0.0031692129488605845,0.0031700134579888198,0.0031707157313146375,0.003171339341027362,0.003171884774581295,0.003172371418122112,0.0031728107834968116,0.0031732104905787453,0.0031735750112230243,0.0031739137831084028,0.0031742292193268173,0.0031745226552056527,0.0031747962107845557,0.003175052272605586,0.003175291252521012,0.0031755152290691984,0.003175725889304434,0.003175924525685945,0.003176112949761311,0.0031762906078443283,0.0031764588766379554,0.00317661877105205,0.0031767709953886463,0.0031769235767272704,0.003177063842479005,0.0031771942453922117,0.003177318515231017,0.0031774373985935804,0.003177556793039864,0.0031776676218090365,0.0031777727177987147,0.0031778739540710096,0.003177971657269834,0.0031780684797088708,0.0031781589681081955,0.0031782469469696646,0.003178332338437288,0.003178415171654545,0.0031784953353220877,0.0031785713687021155,0.0031786465200487213,0.003178719554133247,0.003178790389165383,0.003178861207497119,0.0031789289237167027,0.0031789933662245613,0.0031790556230121636,0.0031791157621900517
 C6CO2OHCO3,nan,3.4643423789749936e-05,3.4692710699511434e-05,3.469660477173328e-05,3.469778732200507e-05,3.469899564883004e-05,3.470063544812432e-05,3.470022319448854e-05,3.4700892580101224e-05,3.4701541430066524e-05,3.4702151830840795e-05,3.470271204228305e-05,3.470327668351449e-05,3.470380922218174e-05,3.4704321958363315e-05,3.4704818045657755e-05,3.470528269049019e-05,3.4705778436400464e-05,3.470624163540914e-05,3.470669445868225e-05,3.470713938960308e-05,3.47075852989649e-05,3.47079986190486e-05,3.470842165340649e-05,3.4708840422548794e-05,3.470925430596168e-05,3.4709663590101064e-05,3.471007181131775e-05,3.471047476385678e-05,3.471087440297486e-05,3.47112710121519e-05,3.471166079009235e-05,3.47120585379748e-05,3.471244914829382e-05,3.4712837136762135e-05,3.4713222892584345e-05,3.4713573610567436e-05,3.4714027105534336e-05,3.471442409841418e-05,3.4714815350499275e-05,3.471520496418194e-05,3.47155694642872e-05,3.4716000462813576e-05,3.471639648781644e-05,3.4716788202974403e-05,3.471717830581619e-05,3.471755614972687e-05,3.4717953543192336e-05,3.471834660037363e-05,3.4718738677601544e-05,3.471912976952047e-05,3.471952336620886e-05,3.4719891338032263e-05,3.472027588963831e-05,3.47206607114146e-05,3.472104415413153e-05,3.472141356650314e-05,3.472182133694753e-05,3.4722207600232344e-05,3.472259041867249e-05,3.472297144251569e-05
 NDNCRESOOH,nan,0.08748471461129932,0.2024913028275415,0.3057264220629211,0.3879393269705881,0.45733721717435094,0.5208209092110287,0.5868256269802653,0.6558413738063179,0.7272988197761385,0.8006798412565421,0.8693199943274723,0.9421365336348579,1.018281110901601,1.096077896900743,1.1746894076336294,1.2455621913928063,1.3195429075225997,1.3966009343692514,1.4750892999953817,1.5541014116082854,1.6380286590757163,1.7206377883319015,1.8014855801990202,1.881315691012471,1.9606188975658523,2.0403176824715654,2.119595468342136,2.1983959215162074,2.2769209464146396,2.3552825140034956,2.4295306415414273,2.5044082833494072,2.580607121185502,2.6575451446595957,2.7347735819845043,2.775381580952118,2.821543199899489,2.880131439682448,2.946424351650371,3.0168610553302866,3.06230254208313,3.111681855668031,3.170503203089557,3.2350496096850296,3.302389759275217,3.360205500161644,3.4183230463959973,3.4793242531692643,3.541636343776502,3.603917249994663,3.671339125501485,3.736632494296566,3.798108372375988,3.8559666409056663,3.910443023797943,3.9476503923061186,3.981802476057453,4.017549723343311,4.053552897733839,4.088328158808059
 NDNCRESO,nan,0.10320363278256442,0.2157669771733548,0.3194164050367116,0.41404586967249457,0.5037016365694261,0.5914157959089417,0.6790019036325317,0.7671670752158257,0.8557215953769334,0.944453449112225,1.0330189481928733,1.1204248220058752,1.2079854229699079,1.2954963224901324,1.3828284483459947,1.4707536956737512,1.5566083801101593,1.6419500249657877,1.7267905812829518,1.8111353904989698,1.8942570695852972,1.978011337958159,2.061575529371886,2.1449397881164876,2.2281040266059393,2.31115881368197,2.3937205228690117,2.4760063047497773,2.5579891546528892,2.6396459122860003,2.72143394279628,2.8021929269533543,2.8825222473834398,2.9624049837625894,3.0418090987225606,3.1265317505044745,3.203427463224752,3.2794189117628556,3.3545955786539556,3.4289050159926915,3.5070140344172835,3.578221232462141,3.6484180806059863,3.717672916383084,3.785933662882076,3.8547706819445318,3.919455396452067,3.983201382744064,4.045965476890592,4.107658383843851,4.167357916217488,4.22616577870648,4.283833802808229,4.340218299032252,4.395201035178226,4.451394082479802,4.502494944011706,4.551785688225619,4.599190742922157,4.644552856651056
 DNCRESOOH,nan,0.07260954105316246,0.17930793524999425,0.28758138933524724,0.38050377556678827,0.4626846677944874,0.537559684899203,0.6158907576897815,0.6971051657086266,0.7801311457155616,0.8645152731545961,0.941183460811567,1.0226456480961605,1.109159381448307,1.1981979539392718,1.2886092802740745,1.3711420155793597,1.4552980590073799,1.5441986650314175,1.6358211384956522,1.7290043208702435,1.8275860407357356,1.9278205564209385,2.0271247722115913,2.126270786849153,2.2258805877265955,2.3260538363320347,2.4275724054561816,2.529901959381757,2.6332966976277485,2.7379446903517586,2.8400633716560195,2.9427463668834597,3.048751028374944,3.1575114216230253,3.2685221465204446,3.3452690324431402,3.4128748140013916,3.4979971088803574,3.595775669373629,3.7016103167329675,3.78343577734002,3.8597635805299806,3.9517565484243224,4.055205146823054,4.165992783566586,4.260261932303968,4.356896946072328,4.4639263185791425,4.578410029427295,4.697739109530747,4.8185898572518955,4.947844335487217,5.078765346690954,5.210245305607816,5.341980548988304,5.455903310333488,5.560920734454953,5.672822839616488,5.7904801772746035,5.911610176712907
 DNCRESO,nan,0.08328390582166546,0.19705494254887995,0.3122157097718542,0.4173835149355436,0.5201529526598431,0.6131971858599358,0.710108576315498,0.807532398020149,0.904232620866505,1.000393085952895,1.0900965252666937,1.1850878903655966,1.2805019832684246,1.375798092694557,1.471010980061525,1.5640473652419251,1.6568202998945796,1.7505216909673016,1.8443240533043865,1.938231194395151,2.0315278474910707,2.1280619867738793,2.2244437544451996,2.321317026676407,2.4188017278134994,2.5150381265846433,2.6136738609561574,2.7129203401224546,2.812935203217155,2.913765603259655,3.015633145207385,3.1169547677804603,3.219877464836132,3.323826617060029,3.4287879976618982,3.538552060330972,3.6312904514040225,3.732097354046346,3.834793404834786,3.9387266804824845,4.041040608084854,4.136730364858137,4.2401044472432154,4.345593794405445,4.452579259615266,4.533622084750224,4.640119723870136,4.75131528009662,4.864524073196083,4.979456327978295,5.074231240277459,5.19739665180636,5.3207994729355885,5.445855337198652,5.572822612939027,5.6950516924945225,5.817240111100057,5.947023729634745,6.079947840219403,6.215383404022611
 NC4MDCO2H,nan,0.07462001475059632,0.13000401137859927,0.17073048303325775,0.2005614643784443,0.22352229956168546,0.2420221751756527,0.2577845794684215,0.2714801769672282,0.283550999453116,0.2943039564122162,0.30388882390329625,0.31254340890136156,0.3204477814409682,0.32768139834746357,0.33432733296566547,0.34049385649815145,0.3461096782912906,0.3513363345188157,0.3562051284115129,0.36075089590724185,0.3649707517959187,0.36898919203850605,0.37277341709370204,0.37634727643805316,0.3797305287899404,0.3829293808064549,0.38597597107800397,0.3888729708937666,0.3916315696902966,0.3942615248051171,0.3967848894092661,0.39917399706517787,0.4014603238058702,0.403648733453768,0.4057442611619415,0.40786603140062205,0.40973359120000963,0.41153292415252074,0.4132627159683778,0.41492268339560073,0.4165762686608149,0.4180676937811729,0.41950724753956986,0.42089306075067096,0.422224454288655,0.4234821534628116,0.42468407062027397,0.42584899681889055,0.4269723289527952,0.4280528045914488,0.4290560928317175,0.4300499494501905,0.4310081883242835,0.4319288229620631,0.4328120154041231,0.43367567089967957,0.4344740840055025,0.4352394323734508,0.4359714319928446,0.43666931961479316
 ACCOMECO3,nan,1.7177527339056297e-07,1.7196258802107048e-07,1.7196860086874733e-07,1.7196992522376616e-07,1.7197255772487071e-07,1.7197499583728485e-07,1.7197535413050503e-07,1.719774993731359e-07,1.719797977592275e-07,1.7198208311116529e-07,1.7198433519294403e-07,1.7198658006691987e-07,1.719887785037726e-07,1.7199094073337194e-07,1.7199306802562852e-07,1.719951756677056e-07,1.7199734504814528e-07,1.7199941374130653e-07,1.720014531647248e-07,1.7200347060323576e-07,1.7200545842290492e-07,1.7200735999522043e-07,1.720093050941649e-07,1.720112398877452e-07,1.7201316115012039e-07,1.720150722961612e-07,1.720169891770791e-07,1.720188836198059e-07,1.720207677415096e-07,1.7202264259731604e-07,1.7202451094593408e-07,1.7202638796737662e-07,1.7202824735935635e-07,1.7203009891969021e-07,1.7203194308787005e-07,1.7203380974527865e-07,1.7203587673944525e-07,1.7203777836939643e-07,1.720396649545042e-07,1.7204154633799444e-07,1.7204343759936983e-07,1.7204542989195142e-07,1.7204733654319048e-07,1.7204923316322895e-07,1.720511243962566e-07,1.720530109699546e-07,1.7205489940732398e-07,1.7205680374133945e-07,1.720587090242874e-07,1.7206061123665583e-07,1.720624978406305e-07,1.7206430503003438e-07,1.7206618045516254e-07,1.7206805632635387e-07,1.7206992617317996e-07,1.7207179983367613e-07,1.7207374146315901e-07,1.720756206560998e-07,1.7207749014669066e-07,1.7207935259143853e-07
 MALANHYOOH,nan,0.06401334761929534,0.10940171551935207,0.13450562789329104,0.14908288162440492,0.15909736421654133,0.16635878282092545,0.17276315464736142,0.17816918695845319,0.18274857563701963,0.1866718073012137,0.1896137838552589,0.19253137719734548,0.19521479275838172,0.19761534675697662,0.19976023337772564,0.20140213044214192,0.20302527392014139,0.20457839604958894,0.20601543938169412,0.20733754694629414,0.20865029674824542,0.20983491796289366,0.21090683496648763,0.21189681679585778,0.21281885803378792,0.21367998599567872,0.21448861356110957,0.21524483735857522,0.21595612679122725,0.2166273097526299,0.21722256724827074,0.21780019879311,0.2183632840920153,0.2189036673671217,0.21941986046073658,0.21963899402008433,0.21992264113658297,0.2202976866889878,0.22069530441371385,0.22109140623776238,0.22130123124100007,0.22155452537464662,0.22187008360500288,0.22220161701686603,0.22253199089550818,0.22275882016634901,0.22302342343631962,0.2233118624746509,0.2236031388611665,0.2238894115807146,0.22416691270247383,0.22445231261765522,0.22472380264859493,0.2249835754645231,0.22523292472968665,0.22541757833282935,0.2256031875970364,0.22580451240170496,0.22600813656253407,0.22620825760862925
 MALANHYO,nan,3.829322904930773e-05,3.834785042195237e-05,3.8352312209215994e-05,3.835375003117617e-05,3.8355084947468305e-05,3.835668652813837e-05,3.835640366895549e-05,3.8357104200014427e-05,3.835778497657368e-05,3.835842690545592e-05,3.8359024973166706e-05,3.835962063192719e-05,3.836018540528176e-05,3.836073106114711e-05,3.836126055480237e-05,3.836176228761228e-05,3.836229401262462e-05,3.8362792458789226e-05,3.83632806098927e-05,3.836376096495365e-05,3.836424131112137e-05,3.8364688632912765e-05,3.836514674202292e-05,3.836560077123584e-05,3.836605001414375e-05,3.836649514907985e-05,3.836693952425849e-05,3.83673783561034e-05,3.8367813908750686e-05,3.836824647164608e-05,3.836867276142945e-05,3.836910677293407e-05,3.836953367191191e-05,3.8369957991302956e-05,3.8370380082256894e-05,3.837077080061436e-05,3.837126406570793e-05,3.837169904304175e-05,3.8372128287661653e-05,3.8372555946171184e-05,3.837296061224563e-05,3.8373430711767975e-05,3.837386522228204e-05,3.8374295516367354e-05,3.837472426747512e-05,3.8375142662403705e-05,3.837557839409687e-05,3.837601063626492e-05,3.8376442114544844e-05,3.837687268309393e-05,3.8377306195472306e-05,3.8377712053735495e-05,3.837813596537155e-05,3.8378560244575765e-05,3.8378983111599416e-05,3.83793927530996e-05,3.837984150846227e-05,3.838026765903011e-05,3.838069029299166e-05,3.8381111100511546e-05
 MALANHY2OH,nan,0.007248830609910628,0.010612739953194724,0.010916250847961217,0.011021516997890592,0.011086639997271434,0.011127908385697324,0.011160077170411417,0.011186016297153352,0.01120644258454972,0.011222786149265562,0.011235516260187211,0.011243854677576973,0.01125426844190393,0.01126307994816217,0.011270632390722974,0.01127704734401207,0.011280730474119488,0.011286086191802432,0.01129086005062412,0.011295132300710132,0.011298974134437414,0.011303204152815856,0.011306415890515262,0.011309365429592152,0.011312094821176486,0.011314590970513388,0.01131708602801346,0.011319256917908777,0.01132129061376604,0.011323202130430466,0.011325005261506784,0.01132634885059431,0.011327978014765663,0.011329525625020187,0.011330992673426729,0.011332425160170901,0.011331506479609394,0.011332810829147421,0.011334099721823768,0.01133532734862535,0.01133647773924551,0.011336215155606868,0.011337313654189557,0.011338399033675778,0.011339438073972098,0.011340266672021669,0.01134068184818678,0.0113416311347841,0.011342554953684967,0.011343441467064588,0.011344184741954507,0.011345105263733866,0.011345918775195387,0.011346693477110889,0.011347436364591929,0.011348127828796815,0.01134840484305965,0.011349056104380585,0.011349698473847489,0.011350317917515725
